row,column,original_data,sensitivity_level,protection_status,confidence,sensitive_types
666,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
666,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
667,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
667,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
667,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
667,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
667,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
668,email,admin@test.com,No sensible,Estado desconocido,0.1,
668,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
668,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
668,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
668,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
669,email,user@example.org,No sensible,Estado desconocido,0.1,
669,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
669,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
669,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
669,ip,localhost,No sensible,Estado desconocido,0.1,
670,email,email,No sensible,Estado desconocido,0.1,
670,password_hash,password_hash,No sensible,Estado desconocido,0.1,
670,rut,rut,No sensible,Estado desconocido,0.1,
670,telefono,telefono,No sensible,Estado desconocido,0.1,
670,ip,ip,No sensible,Estado desconocido,0.1,
671,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
671,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
671,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
671,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
671,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
672,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
672,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
672,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
672,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
672,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
673,email,admin@test.com,No sensible,Estado desconocido,0.1,
673,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
673,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
673,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
673,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
674,email,user@example.org,No sensible,Estado desconocido,0.1,
674,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
674,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
674,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
674,ip,localhost,No sensible,Estado desconocido,0.1,
675,email,email,No sensible,Estado desconocido,0.1,
675,password_hash,password_hash,No sensible,Estado desconocido,0.1,
675,rut,rut,No sensible,Estado desconocido,0.1,
675,telefono,telefono,No sensible,Estado desconocido,0.1,
675,ip,ip,No sensible,Estado desconocido,0.1,
676,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
676,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
676,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
676,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
676,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
677,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
677,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
677,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
677,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
677,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
678,email,admin@test.com,No sensible,Estado desconocido,0.1,
678,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
678,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
678,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
678,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
679,email,user@example.org,No sensible,Estado desconocido,0.1,
679,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
679,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
679,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
679,ip,localhost,No sensible,Estado desconocido,0.1,
680,email,email,No sensible,Estado desconocido,0.1,
680,password_hash,password_hash,No sensible,Estado desconocido,0.1,
680,rut,rut,No sensible,Estado desconocido,0.1,
680,telefono,telefono,No sensible,Estado desconocido,0.1,
680,ip,ip,No sensible,Estado desconocido,0.1,
681,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
681,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
681,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
681,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
681,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
682,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
682,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
682,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
682,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
682,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
683,email,admin@test.com,No sensible,Estado desconocido,0.1,
683,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
683,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
683,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
683,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
684,email,user@example.org,No sensible,Estado desconocido,0.1,
684,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
684,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
684,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
684,ip,localhost,No sensible,Estado desconocido,0.1,
685,email,email,No sensible,Estado desconocido,0.1,
685,password_hash,password_hash,No sensible,Estado desconocido,0.1,
685,rut,rut,No sensible,Estado desconocido,0.1,
685,telefono,telefono,No sensible,Estado desconocido,0.1,
685,ip,ip,No sensible,Estado desconocido,0.1,
686,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
686,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
686,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
686,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
686,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
687,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
687,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
687,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
687,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
687,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
688,email,admin@test.com,No sensible,Estado desconocido,0.1,
688,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
688,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
688,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
688,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
689,email,user@example.org,No sensible,Estado desconocido,0.1,
689,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
689,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
689,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
689,ip,localhost,No sensible,Estado desconocido,0.1,
690,email,email,No sensible,Estado desconocido,0.1,
690,password_hash,password_hash,No sensible,Estado desconocido,0.1,
690,rut,rut,No sensible,Estado desconocido,0.1,
690,telefono,telefono,No sensible,Estado desconocido,0.1,
690,ip,ip,No sensible,Estado desconocido,0.1,
691,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
691,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
691,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
691,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
691,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
692,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
692,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
692,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
692,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
692,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
693,email,admin@test.com,No sensible,Estado desconocido,0.1,
693,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
693,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
693,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
693,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
694,email,user@example.org,No sensible,Estado desconocido,0.1,
694,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
694,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
694,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
694,ip,localhost,No sensible,Estado desconocido,0.1,
695,email,email,No sensible,Estado desconocido,0.1,
695,password_hash,password_hash,No sensible,Estado desconocido,0.1,
695,rut,rut,No sensible,Estado desconocido,0.1,
695,telefono,telefono,No sensible,Estado desconocido,0.1,
695,ip,ip,No sensible,Estado desconocido,0.1,
696,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
696,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
696,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
696,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
696,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
697,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
697,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
697,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
697,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
697,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
698,email,admin@test.com,No sensible,Estado desconocido,0.1,
698,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
698,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
698,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
698,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
699,email,user@example.org,No sensible,Estado desconocido,0.1,
699,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
699,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
699,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
699,ip,localhost,No sensible,Estado desconocido,0.1,
700,email,email,No sensible,Estado desconocido,0.1,
700,password_hash,password_hash,No sensible,Estado desconocido,0.1,
700,rut,rut,No sensible,Estado desconocido,0.1,
700,telefono,telefono,No sensible,Estado desconocido,0.1,
700,ip,ip,No sensible,Estado desconocido,0.1,
701,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
701,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
701,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
701,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
701,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
702,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
702,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
702,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
702,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
702,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
703,email,admin@test.com,No sensible,Estado desconocido,0.1,
703,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
703,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
703,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
703,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
704,email,user@example.org,No sensible,Estado desconocido,0.1,
704,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
704,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
704,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
704,ip,localhost,No sensible,Estado desconocido,0.1,
705,email,email,No sensible,Estado desconocido,0.1,
705,password_hash,password_hash,No sensible,Estado desconocido,0.1,
705,rut,rut,No sensible,Estado desconocido,0.1,
705,telefono,telefono,No sensible,Estado desconocido,0.1,
705,ip,ip,No sensible,Estado desconocido,0.1,
706,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
706,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
706,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
706,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
706,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
707,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
707,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
707,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
707,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
707,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
708,email,admin@test.com,No sensible,Estado desconocido,0.1,
708,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
708,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
708,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
708,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
709,email,user@example.org,No sensible,Estado desconocido,0.1,
709,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
709,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
709,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
709,ip,localhost,No sensible,Estado desconocido,0.1,
710,email,email,No sensible,Estado desconocido,0.1,
710,password_hash,password_hash,No sensible,Estado desconocido,0.1,
710,rut,rut,No sensible,Estado desconocido,0.1,
710,telefono,telefono,No sensible,Estado desconocido,0.1,
710,ip,ip,No sensible,Estado desconocido,0.1,
711,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
711,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
711,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
711,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
711,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
712,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
712,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
712,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
712,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
712,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
713,email,admin@test.com,No sensible,Estado desconocido,0.1,
713,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
713,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
713,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
713,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
714,email,user@example.org,No sensible,Estado desconocido,0.1,
714,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
714,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
714,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
714,ip,localhost,No sensible,Estado desconocido,0.1,
715,email,email,No sensible,Estado desconocido,0.1,
715,password_hash,password_hash,No sensible,Estado desconocido,0.1,
715,rut,rut,No sensible,Estado desconocido,0.1,
715,telefono,telefono,No sensible,Estado desconocido,0.1,
715,ip,ip,No sensible,Estado desconocido,0.1,
716,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
